Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
Les;[];[];[];[];[];[];[]
Etats;[etats];[N];[etats];[];[];[];[]
-;[];[];[];[];[];[];[]
Unis;[unis];[ADJ];[unis];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
le;[];[];[];[];[];[];[]
pays;[pays];[NC];[pays];[];[];[];[]
le;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
endeuillé;[endeuillé];[VPP];[endeuillé];[];[];[];[]
au;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
avec;[];[];[];[];[];[];[]
247;[];[];[];[];[];[];[]
116;[];[];[];[];[];[];[]
décès;[décès];[NC];[décès];[];[];[];[]
devant;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
Brésil;[brésil];[NPP];[brésil];[];[];[brésil];[]
(;[];[];[];[];[];[];[]
166.014;[];[];[];[];[];[];[]
morts;[morts];[NC];[mort];[];[];[];[]
);[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
7h46;[7h46];[ADJ];[7h46];[];[];[];[]
:;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
contacts;[contacts];[NC];[contact];[];[];[];[]
doivent;[doivent];[V];[devoir];[];[];[];[]
être;[être];[VINF];[être];[];[];[];[]
réduits;[réduits];[VPP];[réduire];[];[];[];[]
en;[];[];[];[];[];[];[]
Allemagne;[allemagne];[NPP];[allemagne];[];[];[allemagne];[]
En;[];[];[];[];[];[];[]
Allemagne;[allemagne];[NPP];[allemagne];[];[];[allemagne];[]
,;[];[];[];[];[];[];[]
où;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
forte;[forte];[ADJ];[fort];[];[];[];[]
hausse;[hausse];[NC];[hausse];[];[];[];[]
des;[];[];[];[];[];[];[]
infections;[infections];[NC];[infection];[];[];[];[]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
observée;[observée];[VPP];[observer];[];[];[];[]
depuis;[];[];[];[];[];[];[]
plusieurs;[];[];[];[];[];[];[]
semaines;[semaines];[NC];[semaine];[];[];[];[]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
chancelière;[chancelière];[NC];[chancelière];[];[];[];[]
Angela;[angela];[NPP];[angela];[];[];[angela];[]
Merkel;[merkel];[NC];[merkel];[];[];[];[]
a;[];[];[];[];[];[];[]
appelé;[appelé];[VPP];[appeler];[];[];[];[]
les;[];[];[];[];[];[];[]
Allemands;[allemands];[NC];[allemands];[];[];[];[]
à;[];[];[];[];[];[];[]
réduire;[réduire];[VINF];[réduire];[];[];[];[]
les;[];[];[];[];[];[];[]
contacts;[contacts];[NC];[contact];[];[];[];[]
au;[];[];[];[];[];[];[]
strict;[strict];[ADJ];[strict];[];[];[];[]
minimum;[minimum];[ADJ];[minimum];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Il;[];[];[];[];[];[];[]
nous;[];[];[];[];[];[];[]
reste;[reste];[V];[rester];[];[];[];[]
un;[];[];[];[];[];[];[]
long;[long];[ADJ];[long];[];[];[];[]
chemin;[chemin];[NC];[chemin];[];[];[];[]
à;[];[];[];[];[];[];[]
parcourir;[parcourir];[VINF];[parcourir];[];[];[];[]
,;[];[];[];[];[];[];[]
mais;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
bonne;[bonne];[ADJ];[bon];[];[];[];[]
nouvelle;[nouvelle];[ADJ];[nouvelle];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
que;[];[];[];[];[];[];[]
nous;[];[];[];[];[];[];[]
avons;[avons];[V];[avoir];[];[];[];[]
réussi;[réussi];[VPP];[réussir];[];[];[];[]
à;[];[];[];[];[];[];[]
stopper;[stopper];[VINF];[stopper];[];[];[];[]
la;[];[];[];[];[];[];[]
croissance;[croissance];[NC];[croissance];[];[];[];[]
exponentielle;[exponentielle];[ADJ];[exponentiel];[];[];[];[]
;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
virus;[virus];[NC];[virus];[];[];[];[virus]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
déclaré;[déclaré];[VPP];[déclarer];[];[];[];[]
Mme;[mme];[NC];[mme];[];[];[];[]
Merkel;[merkel];[NC];[merkel];[];[];[];[]
.;[];[];[];[];[];[];[]
7h24;[7h24];[ADJ];[7h24];[];[];[];[]
:;[];[];[];[];[];[];[]
Emmanuel;[emmanuel];[NPP];[emmanuel];[];[];[];[]
Macron;[macron];[NPP];[macron];[macron];[];[];[]
prend;[prend];[V];[prendre];[];[];[];[]
le;[];[];[];[];[];[];[]
pouls;[pouls];[NC];[pouls];[];[];[];[]
d’un;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
du;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
très;[];[];[];[];[];[];[]
inquiet;[inquiet];[ADJ];[inquiet];[];[];[];[]
Emmanuel;[emmanuel];[NPP];[emmanuel];[];[];[];[]
Macron;[macron];[NPP];[macron];[macron];[];[];[]
va;[va];[V];[aller];[];[];[];[]
prendre;[prendre];[VINF];[prendre];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
le;[];[];[];[];[];[];[]
pouls;[pouls];[NC];[pouls];[];[];[];[]
d’un;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
du;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
français;[français];[ADJ];[français];[];[];[];[]
qui;[];[];[];[];[];[];[]
se;[];[];[];[];[];[];[]
sent;[sent];[V];[sentir];[];[];[];[]
délaissé;[délaissé];[VPP];[délaisser];[];[];[];[]
et;[];[];[];[];[];[];[]
réclame;[réclame];[V];[réclamer];[];[];[];[]
un;[];[];[];[];[];[];[]
plan;[plan];[NC];[plan];[];[];[];[]
d’urgence;[urgence];[NC];[urgence];[];[];[];[]
pour;[];[];[];[];[];[];[]
ne;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
sombrer;[sombrer];[VINF];[sombrer];[];[];[];[]
dans;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
prochains;[prochains];[ADJ];[prochain];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
premier;[premier];[ADJ];[premier];[];[];[];[]
confinement;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
printemps;[printemps];[NC];[printemps];[];[];[];[]
avait;[avait];[V];[avoir];[];[];[];[]
figé;[figé];[VPP];[figer];[];[];[];[]
toute;[toute];[ADJ];[toute];[];[];[];[]
la;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
,;[];[];[];[];[];[];[]
stades;[stades];[NC];[stade];[];[];[];[]
compris;[compris];[VPP];[comprendre];[];[];[];[]
au;[];[];[];[];[];[];[]
grand;[grand];[ADJ];[grand];[];[];[];[]
dam;[dam];[NC];[dam];[];[];[];[]
du;[];[];[];[];[];[];[]
football;[football];[NC];[football];[];[];[];[]
français;[français];[ADJ];[français];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
deuxième;[deuxième];[ADJ];[deuxième];[];[];[];[]
laisse;[laisse];[V];[laisser];[];[];[];[]
les;[];[];[];[];[];[];[]
professionnels;[professionnels];[NC];[professionnel];[];[];[];[]
fouler;[fouler];[VINF];[fouler];[];[];[];[]
les;[];[];[];[];[];[];[]
pelouses;[pelouses];[NC];[pelouse];[];[];[];[]
et;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
parquets;[parquets];[NC];[parquet];[];[];[];[]
mais;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
spectateurs;[spectateurs];[NC];[spectateur];[];[];[];[]
,;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
donc;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
recettes;[recettes];[NC];[recette];[];[];[];[]
,;[];[];[];[];[];[];[]
laissant;[laissant];[VPR];[laisser];[];[];[];[]
présager;[présager];[VINF];[présager];[];[];[];[]
des;[];[];[];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
difficiles;[difficiles];[ADJ];[difficile];[];[];[];[]
.;[];[];[];[];[];[];[]
Retrouvez;[retrouvez];[VIMP];[retrouvez];[];[];[];[]
notre;[];[];[];[];[];[];[]
article;[article];[NC];[article];[];[];[];[]
ici;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
7;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
:;[];[];[];[];[];[];[]
20;[];[];[];[];[];[];[]
millions;[millions];[N];[million];[];[];[];[]
d'Américains;[américains];[NC];[américains];[];[];[];[]
vaccinés;[vaccinés];[VPP];[vacciner];[];[];[];[vaccinés]
avant;[];[];[];[];[];[];[]
Noel;[noel];[NPP];[noel];[];[];[];[]
?;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
perspective;[perspective];[NC];[perspective];[];[];[];[]
de;[];[];[];[];[];[];[]
premières;[premières];[ADJ];[premier];[];[];[];[]
vaccinations;[vaccinations];[NC];[vaccination];[];[];[];[]
contre;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
Covid;[covid];[NPP];[covid];[];[];[];[covid]
-;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
aux;[];[];[];[];[];[];[]
Etats;[etats];[N];[etats];[];[];[];[]
-;[];[];[];[];[];[];[]
Unis;[unis];[ADJ];[unis];[];[];[];[]
d’ici;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
de;[];[];[];[];[];[];[]
l’année;[année];[NC];[année];[];[];[];[]
se;[];[];[];[];[];[];[]
concrétise;[concrétise];[V];[concrétiser];[];[];[];[]
avec;[];[];[];[];[];[];[]
Pfizer;[pfizer];[NPP];[pfizer];[];[pfizer];[];[]
/;[];[];[];[];[];[];[]
BioNTech;[biontech];[NPP];[biontech];[];[biontech];[];[]
et;[];[];[];[];[];[];[]
Moderna;[moderna];[NPP];[moderna];[];[];[];[]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
deux;[];[];[];[];[];[];[]
vaccins;[vaccins];[NC];[vaccin];[];[];[];[vaccins]
pourraient;[pourraient];[V];[pouvoir];[];[];[];[]
être;[être];[VINF];[être];[];[];[];[]
autorisés;[autorisés];[VPP];[autoriser];[];[];[];[]
par;[];[];[];[];[];[];[]
l’Agence;[agence];[N];[agence];[];[];[];[]
américaine;[américaine];[ADJ];[américain];[];[];[];[]
des;[];[];[];[];[];[];[]
médicaments;[médicaments];[NC];[médicament];[];[];[];[]
(;[];[];[];[];[];[];[]
FDA;[fda];[NPP];[fda];[];[];[];[]
);[];[];[];[];[];[];[]
dans;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
première;[première];[ADJ];[premier];[];[];[];[]
quinzaine;[quinzaine];[NC];[quinzaine];[];[];[];[]
de;[];[];[];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
dit;[dit];[V];[dire];[];[];[];[]
lundi;[lundi];[NC];[lundi];[];[];[];[]
Moncef;[moncef];[NPP];[moncef];[];[];[moncef];[]
Slaoui;[slaoui];[NPP];[slaoui];[];[];[];[]
,;[];[];[];[];[];[];[]
responsable;[responsable];[ADJ];[responsable];[];[];[];[]
scientifique;[scientifique];[ADJ];[scientifique];[];[];[];[]
de;[];[];[];[];[];[];[]
l’opération;[opération];[NC];[opération];[];[];[];[]
Warp;[warp];[NPP];[warp];[];[];[];[]
Speed;[speed];[NPP];[speed];[];[];[];[]
,;[];[];[];[];[];[];[]
montée;[montée];[NC];[monter];[];[];[];[]
par;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
président;[président];[NC];[président];[];[];[];[]
Donald;[donald];[NPP];[donald];[];[];[];[]
Trump;[trump];[NPP];[trump];[trump];[];[];[]
pour;[];[];[];[];[];[];[]
vacciner;[vacciner];[VINF];[vacciner];[];[];[];[]
la;[];[];[];[];[];[];[]
population;[population];[NC];[population];[];[];[];[]
américaine;[américaine];[ADJ];[américain];[];[];[];[]
.;[];[];[];[];[];[];[]
Cela;[];[];[];[];[];[];[]
permettrait;[permettrait];[V];[permettre];[];[];[];[]
de;[];[];[];[];[];[];[]
vacciner;[vacciner];[VINF];[vacciner];[];[];[];[]
20;[];[];[];[];[];[];[]
millions;[millions];[N];[million];[];[];[];[]
d’Américains;[américains];[NC];[américains];[];[];[];[]
,;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
priorité;[priorité];[NC];[priorité];[];[];[];[]
sans;[];[];[];[];[];[];[]
doute;[doute];[N];[doute];[];[];[];[]
les;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
âgés;[âgés];[ADJ];[âgé];[];[];[];[]
et;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
risque;[risque];[V];[risque];[];[];[];[]
,;[];[];[];[];[];[];[]
dès;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
seconde;[seconde];[ADJ];[seconde];[];[];[];[]
quinzaine;[quinzaine];[NC];[quinzaine];[];[];[];[]
de;[];[];[];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
,;[];[];[];[];[];[];[]
selon;[];[];[];[];[];[];[]
lui;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
puis;[];[];[];[];[];[];[]
25;[];[];[];[];[];[];[]
millions;[millions];[N];[million];[];[];[];[]
de;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
par;[];[];[];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
à;[];[];[];[];[];[];[]
partir;[partir];[V];[partir];[];[];[];[]
de;[];[];[];[];[];[];[]
janvier;[janvier];[NC];[janvier];[];[];[];[]
.;[];[];[];[];[];[];[]
6h25;[6h25];[ADJ];[6h25];[];[];[];[]
:;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
résultats;[résultats];[NC];[résultat];[];[];[];[]
du;[];[];[];[];[];[];[]
vaccin;[vaccin];[NC];[vaccin];[];[];[];[vaccin]
Moderna;[moderna];[NPP];[moderna];[];[];[];[]
;[];[];[];[];[];[];[]
incroyablement;[];[];[];[];[];[];[]
impressionnants;[impressionnants];[ADJ];[impressionnant];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
dit;[dit];[V];[dire];[];[];[];[]
le;[];[];[];[];[];[];[]
Dr;[dr];[ADJ];[dr];[];[];[];[]
Fauci;[fauci];[NPP];[fauci];[];[];[];[]
L’immunologue;[immunologue];[NC];[immunologue];[];[];[];[]
Anthony;[anthony];[NPP];[anthony];[];[];[anthony];[]
Fauci;[fauci];[NPP];[fauci];[];[];[];[]
,;[];[];[];[];[];[];[]
figure;[figure];[N];[figure];[];[];[];[]
très;[];[];[];[];[];[];[]
respectée;[respectée];[VPP];[respecter];[];[];[];[]
aux;[];[];[];[];[];[];[]
Etats;[etats];[N];[etats];[];[];[];[]
-;[];[];[];[];[];[];[]
Unis;[unis];[ADJ];[unis];[];[];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
salué;[salué];[VPP];[saluer];[];[];[];[]
lundi;[lundi];[NC];[lundi];[];[];[];[]
l’annonce;[annonce];[NC];[annonce];[];[];[];[]
par;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
société;[société];[NC];[société];[];[];[];[]
américaine;[américaine];[ADJ];[américain];[];[];[];[]
Moderna;[moderna];[NPP];[moderna];[];[];[];[]
d’un;[];[];[];[];[];[];[]
vaccin;[vaccin];[NC];[vaccin];[];[];[];[vaccin]
efficace;[efficace];[ADJ];[efficace];[];[];[];[]
à;[];[];[];[];[];[];[]
près;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
95;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
contre;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
Covid;[covid];[NPP];[covid];[];[];[];[covid]
-;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
L’idée;[idée];[NC];[idée];[];[];[];[]
d’avoir;[avoir];[VINF];[avoir];[];[];[];[]
un;[];[];[];[];[];[];[]
vaccin;[vaccin];[NC];[vaccin];[];[];[];[vaccin]
efficace;[efficace];[ADJ];[efficace];[];[];[];[]
à;[];[];[];[];[];[];[]
94,5;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
incroyablement;[];[];[];[];[];[];[]
impressionnante;[impressionnante];[ADJ];[impressionnant];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
a-t-il;[];[];[];[];[];[];[]
déclaré;[déclaré];[VPP];[déclarer];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
C’est;[est];[V];[être];[];[];[];[]
un;[];[];[];[];[];[];[]
résultat;[résultat];[NC];[résultat];[];[];[];[]
vraiment;[];[];[];[];[];[];[]
saisissant;[saisissant];[VPR];[saisissant];[];[];[];[]
,;[];[];[];[];[];[];[]
je;[];[];[];[];[];[];[]
pense;[pense];[V];[penser];[];[];[];[]
que;[];[];[];[];[];[];[]
personne;[];[];[];[];[];[];[]
ne;[];[];[];[];[];[];[]
s;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
attendait;[attendait];[V];[attendre];[];[];[];[]
à;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
qu’il;[];[];[];[];[];[];[]
soit;[];[];[];[];[];[];[]
si;[];[];[];[];[];[];[]
bon;[bon];[ADJ];[bon];[];[];[];[]
.;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
6h12;[6h12];[ADJ];[6h12];[];[];[];[]
:;[];[];[];[];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
entendu;[entendu];[V];[entendre];[];[];[];[]
sur;[];[];[];[];[];[];[]
sa;[];[];[];[];[];[];[]
gestion;[gestion];[NC];[gestion];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
crise;[crise];[NC];[crise];[];[];[];[]
sanitaire;[sanitaire];[ADJ];[sanitaire];[];[];[];[]
Le;[];[];[];[];[];[];[]
Premier;[premier];[ADJ];[premier];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
doit;[doit];[V];[devoir];[];[];[];[]
être;[être];[VINF];[être];[];[];[];[]
entendu;[entendu];[V];[entendre];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
en;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
de;[];[];[];[];[];[];[]
journée;[journée];[NC];[journée];[];[];[];[]
par;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
commission;[commission];[NC];[commission];[];[];[];[]
d’enquête;[enquête];[NC];[enquête];[];[];[];[]
parlementaire;[parlementaire];[ADJ];[parlementaire];[];[];[];[]
de;[];[];[];[];[];[];[]
l'Assemblée;[assemblée];[NC];[assemblée];[];[];[];[]
sur;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
gestion;[gestion];[NC];[gestion];[];[];[];[]
de;[];[];[];[];[];[];[]
l’épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
de;[];[];[];[];[];[];[]
coronavirus;[coronavirus];[NC];[coronavirus];[];[];[];[coronavirus]
.;[];[];[];[];[];[];[]
Reconfinement;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
cacophonie;[cacophonie];[NC];[cacophonie];[];[];[];[]
autour;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
fermeture;[fermeture];[NC];[fermeture];[];[];[];[]
des;[];[];[];[];[];[];[]
commerces;[commerces];[NC];[commerce];[];[];[];[]
non-essentiels;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
application;[application];[NC];[application];[];[];[];[]
TousAntiCovid;[tousanticovid];[NC];[tousanticovid];[];[];[];[tousanticovid]
…;[];[];[];[];[];[];[]
Voici;[voici];[V];[voici];[];[];[];[]
autant;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
sujets;[sujets];[NC];[sujet];[];[];[];[]
sur;[];[];[];[];[];[];[]
lesquels;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
réponses;[réponses];[NC];[réponse];[];[];[];[]
du;[];[];[];[];[];[];[]
Premier;[premier];[ADJ];[premier];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
attendues;[attendues];[VPP];[attendre];[];[];[];[]
(;[];[];[];[];[];[];[]
lire;[lire];[VINF];[lire];[];[];[];[]
notre;[];[];[];[];[];[];[]
article;[article];[NC];[article];[];[];[];[]
ici;[];[];[];[];[];[];[]
);[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
6h10;[6h10];[ADJ];[6h10];[];[];[];[]
:;[];[];[];[];[];[];[]
Réouverture;[réouverture];[NC];[réouverture];[];[];[];[]
des;[];[];[];[];[];[];[]
commerces;[commerces];[NC];[commerce];[];[];[];[]
le;[];[];[];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
?;[];[];[];[];[];[];[]
Opération;[opération];[NC];[opération];[];[];[];[]
27;[27];[ADJ];[27];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
:;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
gouvernement;[gouvernement];[NC];[gouvernement];[];[];[];[]
envisage;[envisage];[V];[envisager];[];[];[];[]
une;[];[];[];[];[];[];[]
réouverture;[réouverture];[NC];[réouverture];[];[];[];[]
sous;[];[];[];[];[];[];[]
conditions;[conditions];[NC];[condition];[];[];[];[]
des;[];[];[];[];[];[];[]
commerces;[commerces];[NC];[commerce];[];[];[];[]
confinés;[confinés];[VPP];[confiner];[];[];[];[]
le;[];[];[];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
,;[];[];[];[];[];[];[]
mais;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
appels;[appels];[NC];[appel];[];[];[];[]
se;[];[];[];[];[];[];[]
multiplient;[multiplient];[V];[multiplier];[];[];[];[]
pour;[];[];[];[];[];[];[]
anticiper;[anticiper];[VINF];[anticiper];[];[];[];[]
de;[];[];[];[];[];[];[]
trois;[];[];[];[];[];[];[]
jours;[jours];[NC];[jour];[];[];[];[]
et;[];[];[];[];[];[];[]
laisser;[laisser];[VINF];[laisser];[];[];[];[]
les;[];[];[];[];[];[];[]
professionnels;[professionnels];[NC];[professionnel];[];[];[];[]
profiter;[profiter];[VINF];[profiter];[];[];[];[]
du;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
Black;[black];[NPP];[black];[];[];[];[]
Friday;[friday];[NPP];[friday];[];[];[];[]
»;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
coup;[coup];[N];[coup];[];[];[];[]
d’envoi;[envoi];[NC];[envoi];[];[];[];[]
habituel;[habituel];[ADJ];[habituel];[];[];[];[]
et;[];[];[];[];[];[];[]
controversé;[controversé];[VPP];[controversé];[];[];[];[]
des;[];[];[];[];[];[];[]
courses;[courses];[N];[course];[];[];[];[]
de;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
d’année;[année];[NC];[année];[];[];[];[]
.;[];[];[];[];[];[];[]
Quant;[];[];[];[];[];[];[]
aux;[];[];[];[];[];[];[]
bars;[bars];[NC];[bar];[];[];[];[]
et;[];[];[];[];[];[];[]
restaurants;[restaurants];[NC];[restaurant];[];[];[];[]
,;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
pourraient;[pourraient];[V];[pouvoir];[];[];[];[]
rester;[rester];[VINF];[rester];[];[];[];[]
fermés;[fermés];[VPP];[fermé];[];[];[];[]
jusqu'en;[jusqu'en];[ADJ];[jusqu'en];[];[];[];[]
janvier;[janvier];[NC];[janvier];[];[];[];[]
,;[];[];[];[];[];[];[]
voire;[];[];[];[];[];[];[]
février;[février];[NC];[février];[];[];[];[]
.;[];[];[];[];[];[];[]
6h07;[6h07];[ADJ];[6h07];[];[];[];[]
:;[];[];[];[];[];[];[]
Second;[second];[ADJ];[second];[];[];[];[]
confinement;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
Autriche;[autriche];[NPP];[autriche];[];[];[autriche];[]
L’Autriche;[autriche];[NPP];[autriche];[];[];[autriche];[]
débute;[débute];[V];[débuter];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
un;[];[];[];[];[];[];[]
second;[second];[ADJ];[second];[];[];[];[]
confinement;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
avec;[];[];[];[];[];[];[]
fermeture;[fermeture];[NC];[fermeture];[];[];[];[]
des;[];[];[];[];[];[];[]
écoles;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
magasins;[magasins];[N];[magasin];[];[];[];[]
non;[];[];[];[];[];[];[]
essentiels;[essentiels];[ADJ];[essentiel];[];[];[];[]
et;[];[];[];[];[];[];[]
appel;[appel];[NC];[appel];[];[];[];[]
à;[];[];[];[];[];[];[]
rester;[rester];[VINF];[rester];[];[];[];[]
chez;[];[];[];[];[];[];[]
soi;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
chancelier;[chancelier];[NC];[chancelier];[];[];[];[]
Sebastian;[sebastian];[NPP];[sebastian];[];[];[];[]
Kurz;[kurz];[NPP];[kurz];[];[];[];[]
a;[];[];[];[];[];[];[]
également;[];[];[];[];[];[];[]
annoncé;[annoncé];[VPP];[annoncer];[];[];[];[]
une;[];[];[];[];[];[];[]
campagne;[campagne];[NC];[campagne];[];[];[];[]
de;[];[];[];[];[];[];[]
dépistage;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
Covid;[covid];[NPP];[covid];[];[];[];[covid]
-;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
grande;[grande];[ADJ];[grand];[];[];[];[]
échelle;[échelle];[NC];[échelle];[];[];[];[]
.;[];[];[];[];[];[];[]
Ce;[];[];[];[];[];[];[]
qu'il;[];[];[];[];[];[];[]
faut;[faut];[V];[falloir];[];[];[];[]
savoir;[savoir];[V];[savoir];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
-;[];[];[];[];[];[];[]
En;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
,;[];[];[];[];[];[];[]
508;[];[];[];[];[];[];[]
nouveaux;[nouveaux];[ADJ];[nouveau];[];[];[];[]
décès;[décès];[NC];[décès];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
enregistrés;[enregistrés];[VPP];[enregistrer];[];[];[];[]
au;[];[];[];[];[];[];[]
cours;[cours];[N];[cours];[];[];[];[]
des;[];[];[];[];[];[];[]
